contraste,disimilitud,homogeneidad,asm,energia,correlacion,h1,h2,h3,h4,h5,h6,h7,area,clase
4.177245050302847,1.7478395241685505,1.6805452058495443,7.362870390254987,3.6814351951274933,0.926794808064242,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.108401422077156,1.7294376791147659,1.6681603260600504,7.160279452854619,3.5801397264273094,0.9004480591604642,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.117330085731768,1.7336477529959697,1.6704526886145226,7.271197698353888,3.635598849176944,0.9230069993931483,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.038172259014727,1.6906357949108926,1.6475232281769134,7.355514187955089,3.6777570939775446,0.9340146735595863,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.169294641014929,1.7378809689762837,1.6733586566355,6.6789730597468635,3.3394865298734318,0.8005191910698128,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.150165301168286,1.7461842913414294,1.680253075102624,7.461866902401885,3.7309334512009427,0.9414408412825221,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.178481098050572,1.735445353111077,1.6726355934936759,7.344823467531541,3.6724117337657707,0.9215325803920291,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.108931671646957,1.7025207558310769,1.6253245312087434,7.198666972471583,3.5993334862357913,0.9153345658414713,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.028173201896655,1.6642349761245523,1.614378714087203,7.247654459513485,3.6238272297567424,0.9275352456161067,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.392599580764798,1.8268392858790696,1.7034626969075968,7.304744670593716,3.652372335296858,0.9072002567108141,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.156948660945221,1.74759222700909,1.7095120592956081,7.244679507446281,3.6223397537231405,0.9109414092091712,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.137225494094125,1.7378976192218363,1.6881889324938353,7.345839270565036,3.672919635282518,0.9218500710741873,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.048739738163237,1.693801351881178,1.648987876752804,7.358042447912628,3.6790212239563145,0.9370561305456573,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
3.97691135033957,1.6840627620603779,1.6648833975137611,6.695284362026323,3.3476421810131614,0.8153079909304852,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.0667763779635,1.7196945423020515,1.6795799715308282,7.459636726593188,3.729818363296594,0.9435255553466495,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.0042191940282175,1.6796732047244818,1.647738553230547,7.37203224390582,3.68601612195291,0.9404233547165359,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.0520705820709715,1.7318834894038553,1.7067195393148924,7.133048325782683,3.5665241628913416,0.8884218232684068,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.32517730735536,1.8523863447060056,1.7607887676347693,7.5358170752763085,3.7679085376381543,0.938530245227726,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.13576221069594,1.7485126338249024,1.6911111282288807,7.3990681348636995,3.6995340674318498,0.9362937154595381,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.261206346112451,1.81597523679859,1.7515469968474418,7.348844582214836,3.674422291107418,0.9207518808010982,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.227732307846497,1.7824998711567352,1.7264594333343983,7.339608924917818,3.669804462458909,0.9099289114490899,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.155385831380352,1.7313439578506034,1.6678224929003878,7.244494731855942,3.622247365927971,0.9113959353577691,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
3.9539523907806378,1.636741951615974,1.586771232021727,7.221944539412739,3.6109722697063695,0.9358708886226995,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
3.993428900214065,1.6677870140607796,1.6227331635223388,7.394827824291887,3.6974139121459433,0.9479061053961639,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.238424076699862,1.7578985492121622,1.6730913262626128,7.033975680568635,3.5169878402843175,0.8626258321159217,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.082696996016621,1.6801932214663673,1.6135588624769515,7.441096847718927,3.720548423859464,0.9520036572502065,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
3.9406452464148694,1.6451511311587743,1.6046169234107444,7.227527149614009,3.6137635748070047,0.9325258241209534,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.1963835944826595,1.7472349779764018,1.680377527098898,7.278948836810187,3.6394744184050936,0.9243667107687265,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
3.9751604895083084,1.6643512032578516,1.633362921945081,7.164545565116209,3.5822727825581047,0.9278358669635546,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.229348830196364,1.7449757657488418,1.647663851856587,7.332159998992458,3.666079999496229,0.9393538943603493,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.115142157933994,1.7124796413395211,1.681908949412848,7.0506011659252374,3.5253005829626187,0.8987066069545272,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.8232947174537064,1.5858213740760672,1.5833182854185925,6.934402541872851,3.4672012709364255,0.9116782794017263,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.971032584146842,1.6151156561656141,1.588304752481994,6.867283983121301,3.43364199156065,0.8898056721436108,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.7999160014016704,1.5787300121143368,1.5799221800446415,7.091956076760094,3.545978038380047,0.9307436039052626,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.8722944043733882,1.585143351167821,1.555215575700759,7.161438132732922,3.580719066366461,0.9453396974628291,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.9937634820819268,1.680125825440027,1.6498718018301455,6.619538737835382,3.309769368917691,0.7873888527212517,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
