contraste,disimilitud,homogeneidad,asm,energia,correlacion,h1,h2,h3,h4,h5,h6,h7,area,clase
4.354054501134909,1.8477108661561725,1.8029259813497842,7.481755890848192,3.740877945424096,0.9315064713098079,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.122451814897613,1.7551195438719034,1.740766144139251,6.7700829115428505,3.3850414557714252,0.8606018847338788,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.226624929770569,1.7999153496580158,1.7639068941835438,7.0645687949861005,3.5322843974930502,0.8631294044032887,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.503225815472528,1.9077700151218882,1.778826614884908,7.236755510673809,3.6183777553369043,0.8817220790795005,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
3.939404980609305,1.6462150339026278,1.6254997539609426,6.790877950649945,3.3954389753249723,0.8618884545897927,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.21752515099779,1.7837797555007018,1.7129886340829987,7.251379636253739,3.6256898181268693,0.9242170473741763,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.046400741100844,1.6506510522141622,1.584879526897281,6.703326264614437,3.3516631323072184,0.8397365258788548,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.115713259630296,1.7381648588423255,1.6945717275601788,6.745133878870099,3.3725669394350497,0.7928972644732133,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.2152245400845265,1.782499146780937,1.7154864645050478,7.463226827918684,3.731613413959342,0.9269267023059097,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
4.243762890720375,1.791874377911687,1.7292868016135128,7.453856905239553,3.7269284526197763,0.9378612810804053,-6.896989725210734,-15.1733886083227,-25.17414179912673,-27.159147915280226,-53.32591691100255,-34.75781252525956,-57.47633751435156,0.41567227,0.0
