contraste,disimilitud,homogeneidad,asm,energia,correlacion,h1,h2,h3,h4,h5,h6,h7,area,clase
4.143167960200982,1.7403632419782238,1.6779643044207502,7.275322686595416,3.637661343297708,0.9179320758638686,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.124813144320763,1.7180153587091995,1.6617075360082425,7.298354092282133,3.6491770461410664,0.920088961808878,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.128263719449993,1.7299461538504735,1.659993932857862,7.282484766514635,3.6412423832573175,0.9270571214472128,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.19971205436705,1.738339811779655,1.6521877332337107,7.258757456647722,3.629378728323861,0.9146313372967284,-6.8727052758830665,-15.126124347316344,-25.190194647753074,-27.220761467455535,-53.426260728873274,-34.79069624274255,-58.4603412933851,0.41911465,0.0
4.10363308308512,1.727377539142973,1.6978621731515569,7.183562758206844,3.591781379103422,0.9055207859257529,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.085647770838176,1.726061196166652,1.6722207964076246,7.3767033615109,3.68835168075545,0.9353687162835798,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.020529528905392,1.6922000956559349,1.6575144749123625,7.324369883963224,3.662184941981612,0.9327119654652778,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.255358686000766,1.81516454522358,1.7466086303794068,7.448198305091851,3.7240991525459255,0.9268241531209676,-6.88936267463684,-15.330851114779485,-25.189391814135515,-27.521534392434006,-53.98085977559376,-35.30733841291813,-54.71380116532383,0.4177851,0.0
4.122801756195532,1.7249464410660724,1.6690985227615158,7.310281067576097,3.6551405337880487,0.9213700567761143,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.010317466840575,1.6690431414320759,1.6163312820777196,7.242617719534185,3.6213088597670926,0.9333737618509249,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.180251812924048,1.7252313685358396,1.6462630415595427,7.3809727453068055,3.6904863726534027,0.9337917449536232,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
4.110361505109786,1.708559750244213,1.6469153812345638,7.25351930930213,3.626759654651065,0.9301300844548088,-6.8766989795734625,-15.150473815675092,-24.88156585994225,-26.669093312734123,-52.458589346365635,-34.26675214432065,-54.23335529704024,0.42247045,0.0
3.990047134386792,1.6461553882500612,1.622360805582802,6.904685640474219,3.4523428202371096,0.8937490889745583,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.851103180987995,1.6092285589302644,1.6031333097970404,7.045142460476952,3.522571230238476,0.9179826687141757,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.9490367851175487,1.6319071116282668,1.5919680429548015,7.121245072092757,3.5606225360463784,0.9254326919266526,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
3.9188527212065556,1.6535683376804682,1.6425129907685563,7.123348084190571,3.5616740420952855,0.9274104929955478,-6.898205588776991,-15.589727962881707,-28.500704602166525,-30.456366613912742,-59.96781059499719,-38.303418314522496,-61.31170665157504,0.4251473,0.0
4.253966110297818,1.765833696834218,1.7149090028792366,7.098541595305831,3.5492707976529156,0.8806333842853818,-6.888599696998584,-15.320656246422244,-25.595141732599526,-28.308121554743064,-55.29800819684725,-35.98818686118165,-56.563925684188895,0.41492236,0.0
3.933395409052545,1.641865948973226,1.6287614494296414,7.055076289081892,3.527538144540946,0.9137094612614607,-6.888599696998584,-15.320656246422244,-25.595141732599526,-28.308121554743064,-55.29800819684725,-35.98818686118165,-56.563925684188895,0.41492236,0.0
4.097255867421897,1.6954330517855216,1.6550019360970145,7.112435617593913,3.5562178087969567,0.9058558564614729,-6.888599696998584,-15.320656246422244,-25.595141732599526,-28.308121554743064,-55.29800819684725,-35.98818686118165,-56.563925684188895,0.41492236,0.0
4.121404327888084,1.7163084342349393,1.6590187400932768,7.0375837829203505,3.5187918914601757,0.9223674876683938,-6.888599696998584,-15.320656246422244,-25.595141732599526,-28.308121554743064,-55.29800819684725,-35.98818686118165,-56.563925684188895,0.41492236,0.0
4.3224535307344985,1.825776813781474,1.764648321992799,7.2707236334498875,3.6353618167249437,0.9071502895600266,-6.934624763973064,-15.59216212268892,-26.43006365011077,-29.140807564348755,-57.028932359213634,-36.94980117439537,-57.76815995234786,0.41205496,0.0
